TicketPromMes,RentaPromMes
176.12,51.27
146.61,42.68
167.52,48.77
92.41,26.9
112.55,32.77
51.21,14.91
156.06,45.43
114.55,33.35
100.07,29.13
60.97,17.75
116.18,33.83
112.95,32.89
124.03,36.11
113.14,32.94
87.33,25.43
77.65,22.61
55.09,16.04
51.84,15.09
45.42,13.22
69.81,20.32
54.04,15.73
56.14,16.34
109.84,31.98
90.81,26.44
45.21,13.16
99.18,28.88
62.67,18.25
162.42,47.29
151.05,43.98
120.14,34.98
58.49,17.03
54.91,15.99
55.67,16.21
125.19,36.45
75.01,21.84
97.21,28.3
69.94,20.36
121.36,35.33
153.28,44.63
116.5,33.92
60.03,17.48
118.35,34.46
78.17,22.76
104.54,30.44
79.16,23.05
62.98,18.34
150.72,43.88
98.52,28.68
42.94,12.5
130.61,38.02
84.74,24.67
105.1,30.6
154.38,44.95
97.3,28.33
127.2,37.03
134.23,39.08
62.54,18.21
178.6,52
46.41,13.51
154.63,45.02
57.33,16.69
99.72,29.03
150.95,43.95
84.41,24.57
175.99,51.24
49.62,14.45
53.1,15.46
75.64,22.02
48.31,14.06
53.62,15.61
129.89,37.82
82.35,23.98
113.98,33.18
45.03,13.11
59.7,17.38
83.68,24.36
82.47,24.01
91.44,26.62
147.33,42.89
108.53,31.6
64.99,18.92
114.65,33.38
174.5,50.8
137.51,40.04
139.93,40.74
120.63,35.12
67.05,19.52
48.99,14.26
50.21,14.62
103.96,30.27
79.53,23.15
113.39,33.01
109,31.73
59.53,17.33
100.76,29.33
129.41,37.68
108.25,31.52
156.48,45.56
106.47,31
91.64,26.68
83.97,24.45
100.94,29.39
72.38,21.07
96.32,28.04
45.63,13.28
72.81,21.2
45.18,13.15
118.77,34.58
143.02,41.64
93.98,27.36
124.1,36.13
79.6,23.18
54.4,15.84
135.48,39.44
127.32,37.07
64.74,18.85
67.91,19.77
52.8,15.37
82.52,24.02
82.57,24.04
92.71,26.99
64.14,18.67
110.59,32.2
122.18,35.57
84.19,24.51
68.84,20.04
124.66,36.29
122.47,35.65
116.29,33.86
110.27,32.1
73.54,21.41
54.99,16.01
75.8,22.07
41.43,12.06
77.02,22.42
90.05,26.22
64.57,18.8
115.18,33.53
56.37,16.41
63.66,18.53
118.36,34.46
85.62,24.93
119.94,34.92
90.41,26.32
140.85,41.01
117.53,34.22
102.01,29.7
80.87,23.55
84.18,24.51
72.7,21.16
87.79,25.56
128.09,37.29
110.83,32.27
67.23,19.57
54.32,15.82
165.81,48.27
43.63,12.7
90.99,26.49
74.54,21.7
102.35,29.8
134.87,39.26
70.04,20.39
117.86,34.31
114.19,33.25
104.03,30.29
93.79,27.31
51.24,14.92
63.15,18.38
105.79,30.8
64.67,18.83
177.37,51.64
104.4,30.4
133.48,38.86
141.81,41.29
123.93,36.08
61.26,17.83
46.78,13.62
65.64,19.11
181.51,52.85
63.13,18.38
149.68,43.58
154.43,44.96
93.61,27.25
42,12.23
110.93,32.3
65,18.92
49.63,14.45
77.23,22.48
143.81,41.87
100.86,29.36
44.07,12.83
84.14,24.5
50.31,14.65
102.76,29.92
175.84,51.19
170.75,49.71
135.79,39.53
47.07,13.7
43,12.52
85.53,24.9
149.34,43.48
72.72,21.17
162.41,47.28
83.01,24.17
76.42,22.25
133.73,38.93
53.72,15.64
56.37,16.41
107.8,31.39
113.06,32.91
61.96,18.04
51.2,14.91
110.92,32.29
95.35,27.76
78.35,22.81
89.13,25.95
98.33,28.63
71.31,20.76
45.89,13.36
50.74,14.77
158.75,46.22
133.8,38.95
93.71,27.28
111.1,32.35
55,16.01
150.49,43.81
102.91,29.96
51.28,14.93
88.81,25.86
48.62,14.15
90.59,26.37
102.77,29.92
142.3,41.43
95.18,27.71
109.62,31.92
69.91,20.35
98.83,28.77
98.68,28.73
76.61,22.3
57.72,16.81
52.38,15.25
66.41,19.34
94.27,27.44
143.82,41.87
138.23,40.24
92,26.78
152.69,44.45
165.55,48.2
120.66,35.13
54.29,15.8
80.14,23.33
144.78,42.15
109.09,31.76
55.48,16.15
103.94,30.26
61.39,17.87
81.95,23.86
85.9,25.01
133.01,38.72
47.31,13.78
46.14,13.43
59.52,17.33
106.45,30.99
58.1,16.91
128.32,37.36
86.79,25.27
106.27,30.94
103.22,30.05
149.2,43.44
54.47,15.86
50.85,14.81
77.32,22.51
105.36,30.67
152.73,44.46
110.7,32.23
50.11,14.59
70.44,20.51
133.77,38.95
74.5,21.69
94.4,27.48
62.55,18.21
106.23,30.93
53.82,15.67
52.96,15.42
116.24,33.84
161.57,47.04
93.89,27.34
64.94,18.91
49.58,14.43
77.6,22.59
85.97,25.03
59.59,17.35
55.28,16.09
67.4,19.62
102.67,29.89
110.53,32.18
68.23,19.87
47.81,13.92
73.79,21.48
104.35,30.38
82.74,24.09
43.38,12.63
98.66,28.72
96.36,28.05
138.04,40.19
151.92,44.23
77.03,22.43
61.82,18
75.62,22.01
133.29,38.8
61,17.76
82.85,24.12
55.51,16.16
124.77,36.33
56.83,16.55
131.14,38.18
69.05,20.1
91.83,26.73
134.86,39.26
85.19,24.8
56.2,16.36
80.39,23.41
101.02,29.41
48.01,13.98
75.26,21.91
92.12,26.82
52.25,15.21
56.32,16.4
104.61,30.46
147.86,43.05
138.28,40.26
83.16,24.21
129.01,37.56
149.51,43.53
158.03,46.01
77,22.42
113.76,33.12
64.01,18.64
57.73,16.81
45.14,13.14
128.44,37.39
119.74,34.86
106.63,31.04
59.96,17.46
52.42,15.26
52.43,15.26
129.83,37.8
129.52,37.71
54.37,15.83
69.67,20.28
141.87,41.3
57.75,16.81
53.36,15.54
84.14,24.5
57.36,16.7
124.04,36.11
173.26,50.44
70.64,20.56
168.92,49.18
60.03,17.48
154.31,44.93
69.68,20.29
69.01,20.09
141.49,41.19
139.36,40.57
130.92,38.12
82.14,23.91
97.8,28.47
53.57,15.6
90.62,26.38
79.4,23.11
85.82,24.99
83.01,24.17
101.13,29.44
75.26,21.91
149.42,43.5
144.44,42.05
129.63,37.74
157.2,45.77
100.71,29.32
85.22,24.81
114.88,33.45
99.6,29
133.73,38.93
111.43,32.44
70.03,20.39
96.65,28.14
88.2,25.68
84.11,24.49
48.13,14.01
128.38,37.38
45.34,13.2
125.27,36.47
69.16,20.14
93.26,27.15
120.69,35.14
94.45,27.5
107.66,31.35
127.02,36.98
54.97,16
45.01,13.1
115.33,33.58
72.53,21.12
110.41,32.15
58.96,17.17
99.78,29.05
61,17.76
147.84,43.04
179.42,52.24
54.77,15.94
138.77,40.4
50.08,14.58
70.32,20.47
66.37,19.32
70.17,20.43
102.46,29.83
47.53,13.84
87.62,25.51
122.13,35.56
131.52,38.29
86.73,25.25
140.18,40.81
182.35,53.09
54.28,15.8
48.52,14.12
93.41,27.2
155.82,45.37
46.85,13.64
46.83,13.63
150.58,43.84
48.82,14.21
71.96,20.95
69.72,20.3
90.75,26.42
55.25,16.09
171.26,49.86
112.24,32.68
45.83,13.34
125.69,36.59
148.6,43.26
80.35,23.39
130.32,37.94
98.81,28.77
59.64,17.36
116.33,33.87
178.32,51.92
62.1,18.08
49.88,14.52
73.71,21.46
84.76,24.68
76.55,22.29
87.26,25.4
46.63,13.58
132.93,38.7
60.64,17.65
48.27,14.05
49.19,14.32
127.97,37.26
80.35,23.39
58.51,17.04
138.51,40.33
129.54,37.71
86.3,25.13
53.44,15.56
43.77,12.74
143.89,41.89
110.19,32.08
144.65,42.11
118.76,34.58
54.08,15.74
124.59,36.27
130.65,38.04
112.64,32.79
85.35,24.85
63.16,18.39
93.5,27.22
135.84,39.55
74.18,21.6
89.03,25.92
119.09,34.67
97.65,28.43
106.8,31.09
81.08,23.61
52.84,15.38
103.41,30.11
80.8,23.52
84.92,24.72
73.21,21.31
91.55,26.65
83.99,24.45
98.93,28.8
41.17,11.99
100.92,29.38
46.08,13.42
71.52,20.82
57.54,16.75
39.49,11.5
96.16,28
136.62,39.78
84.19,24.51
111.69,32.52
110.1,32.05
90.69,26.4
59.83,17.42
105.16,30.62
51.57,15.01
39.18,11.41
40.22,11.71
35.04,10.2
60.22,17.53
81.41,23.7
54.62,15.9
90.62,26.38
67.46,19.64
66.76,19.44
69.28,20.17
114.83,33.43
74.42,21.67
54.02,15.73
98.39,28.64
55.13,16.05
88.14,25.66
57.41,16.71
132.93,38.7
87.43,25.46
67.64,19.69
125.05,36.41
59.77,17.4
114.43,33.31
102.02,29.7
65.05,18.94
90.42,26.33
33.86,9.86
113.24,32.97
36.43,10.61
117.35,34.17
81.65,23.77
93.08,27.1
62.7,18.25
113.18,32.95
122.96,35.8
79.8,23.23
60.87,17.72
78.63,22.89
104.54,30.44
53.05,15.44
59.11,17.21
86.54,25.19
86.58,25.21
37.26,10.85
96.3,28.04
87.1,25.36
52.68,15.34
81.73,23.79
39.85,11.6
106.96,31.14
84.04,24.47
101.65,29.6
99.9,29.08
103.18,30.04
94.04,27.38
120.26,35.01
78.22,22.77
87.76,25.55
93.91,27.34
53.05,15.44
116.38,33.88
67.68,19.71
63.42,18.46
80.1,23.32
116.25,33.84
143.38,41.74
50.35,14.66
81.17,23.63
110.34,32.12
100.49,29.26
60.33,17.57
82.23,23.94
130.48,37.99
84.6,24.63
36.79,10.71
53.53,15.58
140.93,41.03
122.95,35.79
66.49,19.36
132.7,38.64
78.52,22.86
82.9,24.14
104.48,30.42
45.96,13.38
57.93,16.87
87.81,25.56
92.36,26.89
135.52,39.46
70.92,20.65
83.08,24.19
154.05,44.85
81.22,23.65
48.3,14.06
43.86,12.77
54.73,15.94
56.16,16.35
71.97,20.95
69.43,20.21
74.19,21.6
54.93,15.99
125.96,36.67
80.54,23.45
58.9,17.15
104.2,30.34
57.06,16.61
48.45,14.11
55.77,16.24
56.75,16.52
142.56,41.51
114.63,33.37
33.49,9.75
42.19,12.28
86,25.04
79.18,23.05
51.65,15.04
59.16,17.22
61.96,18.04
92.23,26.85
122.33,35.61
133.93,38.99
86.8,25.27
59.08,17.2
67.85,19.75
111.68,32.52
90.71,26.41
41.84,12.18
64.65,18.82
81.03,23.59
92.15,26.83
126.05,36.7
54.64,15.91
124.75,36.32
60.52,17.62
119.84,34.89
71.63,20.85
71.34,20.77
64.78,18.86
61.93,18.03
53.46,15.56
141.42,41.17
62.3,18.14
50.31,14.65
62.72,18.26
93.87,27.33
57.83,16.84
108.05,31.46
61.65,17.95
138.64,40.36
113.93,33.17
49.25,14.34
85.08,24.77
105.9,30.83
60.87,17.72
89.62,26.09
76.88,22.38
47.08,13.71
72.76,21.18
45.67,13.3
125.85,36.64
94.32,27.46
73.07,21.27
65.57,19.09
128.35,37.37
73.16,21.3
63.37,18.45
52.82,15.38
46.41,13.51
145.26,42.29
103.24,30.06
38.62,11.24
123.89,36.07
49.08,14.29
69.74,20.31
60.7,17.67
87.69,25.53
133.74,38.94
88.19,25.68
123.76,36.03
105.15,30.61
62.12,18.08
102.16,29.74
101.74,29.62
137.53,40.04
43.01,12.52
111.97,32.6
57.11,16.63
49.47,14.4
85.79,24.98
35.23,10.26
75.74,22.05
59.66,17.37
66.39,19.33
92.52,26.94
41.34,12.04
84.84,24.7
88.23,25.69
82.62,24.05
126.62,36.86
42.97,12.51
79.05,23.02
58.77,17.11
86.77,25.26
75.6,22.01
40.9,11.91
74.72,21.75
154.29,44.92
60.3,17.55
98.98,28.82
96.5,28.1
49.8,14.5
81.43,23.71
72.13,21
51.61,15.03
139.04,40.48
73.66,21.45
54.63,15.91
66.14,19.26
142.02,41.35
38.56,11.23
59.35,17.28
61.01,17.76
36.27,10.56
52.13,15.18
44.27,12.89
61.47,17.9
51.95,15.12
89.7,26.12
85.1,24.78
90.09,26.23
103.39,30.1
118.5,34.5
139.5,40.61
63.41,18.46
49.98,14.55
60.83,17.71
92.74,27
119.06,34.66
82.41,23.99
60.31,17.56
107.45,31.28
75.32,21.93
59.64,17.36
90.04,26.21
137.96,40.17
53.18,15.48
40.21,11.71
79.44,23.13
83.3,24.25
70.98,20.66
141.17,41.1
92.23,26.85
71.38,20.78
83.65,24.35
86.4,25.15
80.87,23.54
61.91,18.03
76.86,22.38
93.33,27.17
106.73,31.07
62.75,18.27
89.63,26.09
62.07,18.07
51.1,14.88
138.64,40.36
88.77,25.85
70.94,20.65
90.16,26.25
52.1,15.17
101.91,29.67
88.36,25.72
52.95,15.42
44.33,12.91
101.25,29.48
127.61,37.15
78.82,22.95
53.68,15.63
110.14,32.07
119.12,34.68
46.19,13.45
130.81,38.08
41.17,11.99
45.76,13.32
59.01,17.18
51.11,14.88
87.25,25.4
37.46,10.91
120.89,35.2
120.8,35.17
74.06,21.56
78.95,22.98
94.15,27.41
95.28,27.74
59.52,17.33
114.74,33.41
54.35,15.82
65.45,19.05
52.13,15.18
155.85,45.37
116.77,34
132.64,38.62
89.44,26.04
40.38,11.76
87.96,25.61
96.74,28.16
86.53,25.19
35.39,10.3
63.83,18.58
47.39,13.8
126.01,36.69
107.75,31.37
43.01,12.52
75.66,22.03
77.08,22.44
67.27,19.58
88.05,25.64
86.05,25.05
83.7,24.37
70.73,20.59
51.73,15.06
77.6,22.59
50.52,14.71
123.12,35.85
89.25,25.98
137.02,39.89
105.12,30.6
117.71,34.27
50.31,14.65
106.67,31.06
99.94,29.1
88.21,25.68
127.15,37.02
136.19,39.65
67.53,19.66
106.4,30.98
52.6,15.31
85.9,25.01
106.57,31.03
118.96,34.63
67.58,19.68
87,25.33
118.08,34.38
47.66,13.87
76.35,22.23
119.3,34.73
67.86,19.76
113.24,32.97
72.6,21.14
85.66,24.94
127.6,37.15
108.92,31.71
88.63,25.8
72.44,21.09
105.55,30.73
83.5,24.31
59.58,17.35
96.13,27.99
42.14,12.27
42.02,12.23
82.68,24.07
69.54,20.25
104.97,30.56
81.33,23.68
89.26,25.99
78.37,22.82
35.76,10.41
66.84,19.46
65.1,18.95
42.39,12.34
88.04,25.63
120.23,35
64.82,18.87
35.17,10.24
89.65,26.1
61.16,17.81
66.4,19.33
74.04,21.56
81.31,23.67
77.61,22.59
102.69,29.9
121.14,35.27
68.84,20.04
124.84,36.35
76.27,22.2
85.06,24.77
73.64,21.44
94.77,27.59
83.15,24.21
130.13,37.89
44.82,13.05
61.85,18.01
99.27,28.9
83.46,24.3
53.08,15.45
84.45,24.59
102.35,29.8
112.19,32.66
43.44,12.65
88.75,25.84
103.24,30.06
72.64,21.15
112.41,32.73
57.1,16.62
103.74,30.2
90.14,26.24
135.3,39.39
82.75,24.09
55.13,16.05
74.93,21.82
53.73,15.64
97.18,28.29
47.51,13.83
40.53,11.8
146.94,42.78
127.25,37.05
63.58,18.51
101.54,29.56
53.37,15.54
46.58,13.56
79.78,23.23
117.18,34.11
41.11,11.97
110.33,32.12
47.27,13.76
46.04,13.4
136.32,39.69
88.94,25.89
54.57,15.89
118.04,34.37
118.87,34.61
78.27,22.79
131.68,38.34
117.16,34.11
106.49,31
69.13,20.13
75.27,21.92
74.79,21.77
69.93,20.36
57.08,16.62
54.66,15.91
89.95,26.19
58.15,16.93
133.22,38.78
95.84,27.9
83.27,24.24
57.53,16.75
76.15,22.17
73.37,21.36
72.8,21.19
52.76,15.36
81.68,23.78
66.31,19.31
82.18,23.93
51.24,14.92
93,27.07
105.61,30.75
56.67,16.5
52.46,15.27
122.73,35.73
139.2,40.53
105.16,30.62
85.04,24.76
99.59,29
69.35,20.19
98.05,28.55
81.7,23.79
65.73,19.14
64.93,18.9
76.54,22.28
51.78,15.08
149.29,43.46
41.75,12.15
128.08,37.29
93.84,27.32
72.28,21.04
49.05,14.28
81.22,23.65
100.44,29.24
104.55,30.44
134.77,39.24
56.74,16.52
82.04,23.88
75.24,21.9
128.6,37.44
76.8,22.36
52.75,15.36
96.53,28.11
80.83,23.53
100.89,29.37
131.69,38.34
70.73,20.59
103.83,30.23
85.9,25.01
124.82,36.34
84.78,24.68
50.63,14.74
109.09,31.76
87.62,25.51
110.45,32.16
52.08,15.16
56.41,16.42
61.9,18.02
85.99,25.03
132.06,38.45
40.9,11.91
78.51,22.86
65.21,18.99
104.02,30.28
129.62,37.74
108.62,31.62
150.12,43.7
118.71,34.56
64.6,18.81
50.57,14.72
38.74,11.28
61.89,18.02
120.27,35.02
124.18,36.15
128.94,37.54
55.74,16.23
53.37,15.54
81.2,23.64
115.49,33.62
87.15,25.37
47.06,13.7
44.46,12.94
80.24,23.36
56.54,16.46
85.25,24.82
126.69,36.88
140.4,40.87
100.03,29.12
63.67,18.54
73.98,21.54
135.38,39.41
61.81,18
78.39,22.82
49.51,14.41
116.01,33.77
102.8,29.93
108.49,31.59
52.74,15.35
103.2,30.05
34.64,10.08
60.86,17.72
86.3,25.13
81.2,23.64
140.45,40.89
99.3,28.91
78.63,22.89
69.16,20.14
46.55,13.55
72.56,21.12
92.55,26.94
149.74,43.6
54.56,15.89
77.43,22.54
135.07,39.32
113.62,33.08
40.53,11.8
109.28,31.81
108.51,31.59
86.16,25.09
107.07,31.17
48.45,14.11
91.08,26.52
112.07,32.63
65.11,18.95
93.01,27.08
117.77,34.29
65.73,19.14
106.78,31.09
34.26,9.98
87.4,25.45
102.39,29.81
46.88,13.65
122.88,35.78
67.99,19.8
132.18,38.48
43.48,12.66
67.1,19.54
88.11,25.65
118.71,34.56
87.86,25.58
57.79,16.83
95.2,27.72
102.21,29.76
89.17,25.96
100.83,29.35
103.71,30.19
60.02,17.48
87.27,25.41
71.57,20.84
69.96,20.37
67.72,19.71
77.6,22.59
87.21,25.39
68.89,20.06
69.77,20.31
39.93,11.62
67.81,19.74
68.22,19.86
103.36,30.09
69.91,20.35
80.24,23.36
43.97,12.8
111.02,32.32
88.59,25.79
32.32,9.41
76.54,22.29
44.09,12.84
78.85,22.96
86.2,25.1
55.15,16.06
59.65,17.37
49.5,14.41
76.29,22.21
47.31,13.77
59.89,17.44
48.49,14.12
67.99,19.79
135.8,39.54
49.75,14.48
81.74,23.8
55.8,16.25
94.78,27.59
105.49,30.71
41.14,11.98
49.05,14.28
79.4,23.12
69.36,20.19
57.4,16.71
85.54,24.9
126.56,36.85
78.28,22.79
97.12,28.28
62.29,18.13
101.77,29.63
59.02,17.18
67.61,19.69
89.53,26.07
84.95,24.73
122.27,35.6
58.29,16.97
49.54,14.42
72.4,21.08
100.78,29.34
116.72,33.98
78.72,22.92
55.04,16.02
54.08,15.74
135.46,39.44
38.5,11.21
41.71,12.14
70.56,20.54
117.03,34.07
68.79,20.03
130.09,37.87
91.48,26.63
95.24,27.73
75.06,21.85
49.98,14.55
110.68,32.22
77.07,22.44
81.14,23.62
118.61,34.53
56.65,16.49
69.68,20.29
109.16,31.78
87.97,25.61
85.76,24.97
107.03,31.16
62.23,18.12
109,31.73
43.33,12.61
74.78,21.77
81.74,23.8
59.8,17.41
39.89,11.61
113.98,33.18
54.79,15.95
119.23,34.71
76.03,22.13
73.04,21.26
32.38,9.43
61.18,17.81
77.42,22.54
54.75,15.94
45.53,13.26
58.24,16.96
112.11,32.64
72.81,21.2
123.49,35.95
57.61,16.77
65.63,19.11
70.36,20.48
115.69,33.68
40.64,11.83
70.67,20.58
56.28,16.38
65.7,19.13
102.75,29.91
48.92,14.24
134.39,39.13
42.85,12.47
78.81,22.94
60.35,17.57
129.9,37.82
74.05,21.56
128.99,37.55
126.51,36.83
83.26,24.24
115.45,33.61
85.72,24.96
67.44,19.63
60.07,17.49
71.96,20.95
122.21,35.58
48.68,14.17
68,19.8
70.33,20.48
122.89,35.78
118.76,34.58
40.57,11.81
49.92,14.54
46.53,13.55
55.61,16.19
91.01,26.5
95.3,27.75
45.51,13.25
122.92,35.79
60.51,17.62
65.52,19.07
60.18,17.52
59.99,17.47
82.41,23.99
50.32,14.65
127.14,37.02
113.32,32.99
52,15.14
72.59,21.14
56.01,16.31
111.41,32.44
125.42,36.52
65.93,19.2
44.61,12.99
43.08,12.54
61.69,17.96
57.64,16.78
79.93,23.27
64.59,18.81
150.79,43.9
107.29,31.24
61.4,17.88
67.06,19.52
100.28,29.19
92.75,27
142.64,41.53
86.4,25.16
124.2,36.16
55,16.01
83.08,24.19
53.84,15.67
81.25,23.65
74.07,21.56
48.82,14.21
66.8,19.45
69.44,20.22
129.24,37.63
53.01,15.43
43.9,12.78
148.39,43.2
103.82,30.23
81.62,23.76
121.4,35.34
57.43,16.72
52.08,15.16
77.2,22.48
51.85,15.1
55.11,16.05
81.33,23.68
43.26,12.6
66.4,19.33
120.45,35.07
73.43,21.38
68.09,19.82
132.45,38.56
122.16,35.56
125.83,36.63
111.84,32.56
43.71,12.72
57.06,16.61
91.78,26.72
131.52,38.29
53.54,15.59
78.96,22.99
100.31,29.2
62.42,18.17
41.86,12.19
111.49,32.46
110.55,32.18
88.9,25.88
82.13,23.91
111.19,32.37
103.35,30.09
137.97,40.17
140.6,40.93
116.96,34.05
105.29,30.65
47.99,13.97
107.58,31.32
74.81,21.78
40.33,11.74
60.72,17.68
98.3,28.62
114.97,33.47
115.26,33.56
65.72,19.13
92.55,26.95
34.04,9.91
56.18,16.35
75.11,21.87
56.67,16.5
74.01,21.55
82.66,24.07
36.82,10.72
64.41,18.75
95.03,27.67
69.19,20.14
113.49,33.04
56.49,16.45
139.62,40.65
101.45,29.53
67.63,19.69
138.72,40.39
93.2,27.13
37.5,10.92
106.12,30.9
107.02,31.16
108.11,31.47
107.34,31.25
56.89,16.56
132.43,38.56
69.98,20.37
56.76,16.52
86,25.04
54.51,15.87
75.2,21.89
62.67,18.24
67.1,19.53
48.95,14.25
140.99,41.05
69.03,20.1
67.45,19.64
73.71,21.46
91.95,26.77
79.05,23.01
81.06,23.6
64.81,18.87
69,20.09
70.32,20.47
54.64,15.91
46.27,13.47
88.83,25.86
77.61,22.6
115.67,33.68
49.84,14.51
71.65,20.86
43.62,12.7
106.78,31.09
88.03,25.63
106.74,31.07
66.58,19.38
44.74,13.03
48.25,14.05
105.95,30.85
43.32,12.61
61.91,18.03
58.26,16.96
97.29,28.32
77.79,22.65
39.71,11.56
108.73,31.66
70.21,20.44
49.53,14.42
155.93,45.4
66.86,19.46
49.89,14.53
62.17,18.1
74.93,21.81
59.99,17.46
33.38,9.72
120.2,34.99
64.41,18.75
46.57,13.56
123.43,35.94
56.74,16.52
42.86,12.48
91.49,26.64
129.31,37.65
57.38,16.71
53.85,15.68
63.28,18.42
74.36,21.65
70.45,20.51
64.86,18.88
87.58,25.5
86.45,25.17
130.3,37.94
63.22,18.41
39.45,11.48
85.51,24.89
57.75,16.81
60.28,17.55
91.38,26.6
69.2,20.15
124.32,36.19
75.68,22.03
133.39,38.83
83.57,24.33
49.71,14.47
98.14,28.57
54.61,15.9
45.02,13.11
73.8,21.49
48.51,14.12
85.34,24.84
105.16,30.62
40.48,11.79
53.38,15.54
116.7,33.98
60.19,17.52
76,22.13
59.16,17.22
56.16,16.35
63.79,18.57
108.07,31.46
115.37,33.59
71.3,20.76
44.23,12.88
125.45,36.52
107.46,31.29
43.67,12.71
113.07,32.92
95.22,27.72
80.62,23.47
79,23
103.5,30.13
79.75,23.22
119.49,34.79
99.11,28.86
65.22,18.99
55.36,16.12
63.19,18.4
105.82,30.81
58.31,16.98
73.71,21.46
125.4,36.51
57.5,16.74
53.53,15.58
51.93,15.12
63.81,18.58
66.04,19.23
34.84,10.14
127.07,37
123.99,36.1
87.78,25.56
64.02,18.64
129.19,37.61
131.53,38.29
50.82,14.8
85.79,24.98
78.9,22.97
109.73,31.95
51.43,14.97
70.96,20.66
61.16,17.81
94.57,27.53
77.01,22.42
86.42,25.16
114.66,33.38
122.45,35.65
60.46,17.6
129.24,37.63
111.99,32.6
